Area,Item,Year,Value
Paraguay,Net Forest conversion,2004,344.172
Paraguay,Net Forest conversion,2005,344.172
Paraguay,Net Forest conversion,2006,344.172
Paraguay,Net Forest conversion,2007,344.172
Paraguay,Net Forest conversion,2008,344.172
Paraguay,Net Forest conversion,2009,344.172
Paraguay,Net Forest conversion,2010,344.172
Paraguay,Net Forest conversion,2011,423.8
Paraguay,Net Forest conversion,2012,423.8
Paraguay,Net Forest conversion,2013,423.8
Paraguay,Net Forest conversion,2014,423.8
Paraguay,Net Forest conversion,2015,423.8
Paraguay,Net Forest conversion,2016,290.762
Paraguay,Net Forest conversion,2017,290.762
Paraguay,Net Forest conversion,2018,290.762
Paraguay,Net Forest conversion,2019,290.762
Paraguay,Net Forest conversion,2020,290.762
Paraguay,Net Forest conversion,2021,290.762
Paraguay,Net Forest conversion,2022,290.762
Paraguay,Net Forest conversion,2023,290.762
Peru,Forestland,1990,76448.54
Peru,Forestland,1991,76333.469
Peru,Forestland,1992,76218.398
Peru,Forestland,1993,76103.327
Peru,Forestland,1994,75988.256
Peru,Forestland,1995,75873.185
Peru,Forestland,1996,75758.114
Peru,Forestland,1997,75643.043
Peru,Forestland,1998,75527.972
Peru,Forestland,1999,75412.901
Peru,Forestland,2000,75297.83
Peru,Forestland,2001,75173.027
Peru,Forestland,2002,75048.224
Peru,Forestland,2003,74923.421
Peru,Forestland,2004,74798.618
Peru,Forestland,2005,74673.815
Peru,Forestland,2006,74549.012
Peru,Forestland,2007,74424.209
Peru,Forestland,2008,74299.406
Peru,Forestland,2009,74174.603
Peru,Forestland,2010,74049.8
Peru,Forestland,2011,73878.746
Peru,Forestland,2012,73707.692
Peru,Forestland,2013,73536.638
Peru,Forestland,2014,73365.584
Peru,Forestland,2015,73194.53
Peru,Forestland,2016,73021.698
Peru,Forestland,2017,72848.866
Peru,Forestland,2018,72676.034
Peru,Forestland,2019,72503.202
Peru,Forestland,2020,72330.37
Peru,Forestland,2021,72157.5333
Peru,Forestland,2022,71984.7011
Peru,Net Forest conversion,1990,160.28
Peru,Net Forest conversion,1991,160.28
Peru,Net Forest conversion,1992,160.28
Peru,Net Forest conversion,1993,160.28
Peru,Net Forest conversion,1994,160.28
Peru,Net Forest conversion,1995,160.28
Peru,Net Forest conversion,1996,160.28
Peru,Net Forest conversion,1997,160.28
Peru,Net Forest conversion,1998,160.28
Peru,Net Forest conversion,1999,160.28
Peru,Net Forest conversion,2000,160.28
Peru,Net Forest conversion,2001,150.286
Peru,Net Forest conversion,2002,150.286
Peru,Net Forest conversion,2003,150.286
Peru,Net Forest conversion,2004,150.286
Peru,Net Forest conversion,2005,150.286
Peru,Net Forest conversion,2006,150.286
Peru,Net Forest conversion,2007,150.286
Peru,Net Forest conversion,2008,150.286
Peru,Net Forest conversion,2009,150.286
Peru,Net Forest conversion,2010,150.286
Peru,Net Forest conversion,2011,188.504
Peru,Net Forest conversion,2012,188.504
Peru,Net Forest conversion,2013,188.504
Peru,Net Forest conversion,2014,188.504
Peru,Net Forest conversion,2015,188.504
Peru,Net Forest conversion,2016,179.092
Peru,Net Forest conversion,2017,179.092
Peru,Net Forest conversion,2018,179.092
Peru,Net Forest conversion,2019,179.092
Peru,Net Forest conversion,2020,179.092
Peru,Net Forest conversion,2021,179.092
Peru,Net Forest conversion,2022,179.092
Peru,Net Forest conversion,2023,179.092
Philippines,Forestland,1990,7778.81
Philippines,Forestland,1991,7731.855
Philippines,Forestland,1992,7684.9
Philippines,Forestland,1993,7637.945
Philippines,Forestland,1994,7590.99
Philippines,Forestland,1995,7544.035
Philippines,Forestland,1996,7497.08
Philippines,Forestland,1997,7450.125
Philippines,Forestland,1998,7403.17
Philippines,Forestland,1999,7356.215
Philippines,Forestland,2000,7309.26
Philippines,Forestland,2001,7262.306
Philippines,Forestland,2002,7215.352
Philippines,Forestland,2003,7168.398
Philippines,Forestland,2004,7121.444
Philippines,Forestland,2005,7074.49
Philippines,Forestland,2006,7027.536
Philippines,Forestland,2007,6980.582
Philippines,Forestland,2008,6933.628
Philippines,Forestland,2009,6886.674
Philippines,Forestland,2010,6839.72
Philippines,Forestland,2011,6874.606
Philippines,Forestland,2012,6909.492
Philippines,Forestland,2013,6944.378
Philippines,Forestland,2014,6979.264
Philippines,Forestland,2015,7014.15
Philippines,Forestland,2016,7049.038
Philippines,Forestland,2017,7083.926
Philippines,Forestland,2018,7118.814
Philippines,Forestland,2019,7153.702
Philippines,Forestland,2020,7188.59
Philippines,Forestland,2021,7223.48
Philippines,Forestland,2022,7258.37
Philippines,Net Forest conversion,1990,49.952
Philippines,Net Forest conversion,1991,49.952
Philippines,Net Forest conversion,1992,49.952
Philippines,Net Forest conversion,1993,49.952
Philippines,Net Forest conversion,1994,49.952
Philippines,Net Forest conversion,1995,49.952
Philippines,Net Forest conversion,1996,49.952
Philippines,Net Forest conversion,1997,49.952
Philippines,Net Forest conversion,1998,49.952
Philippines,Net Forest conversion,1999,49.952
Philippines,Net Forest conversion,2000,49.952
Philippines,Net Forest conversion,2001,49.95
Philippines,Net Forest conversion,2002,49.95
Philippines,Net Forest conversion,2003,49.95
Philippines,Net Forest conversion,2004,49.95
Philippines,Net Forest conversion,2005,49.95
Philippines,Net Forest conversion,2006,49.95
Philippines,Net Forest conversion,2007,49.95
Philippines,Net Forest conversion,2008,49.95
Philippines,Net Forest conversion,2009,49.95
Philippines,Net Forest conversion,2010,49.95
Philippines,Net Forest conversion,2011,0.0
Philippines,Net Forest conversion,2012,0.0
Philippines,Net Forest conversion,2013,0.0
Philippines,Net Forest conversion,2014,0.0
Philippines,Net Forest conversion,2015,0.0
Philippines,Net Forest conversion,2016,0.0
Philippines,Net Forest conversion,2017,0.0
Philippines,Net Forest conversion,2018,0.0
Philippines,Net Forest conversion,2019,0.0
Philippines,Net Forest conversion,2020,0.0
Philippines,Net Forest conversion,2021,0.0
Philippines,Net Forest conversion,2022,0.0
Philippines,Net Forest conversion,2023,0.0
Qatar,Forestland,1990,0.0
Qatar,Forestland,1991,0.0
Qatar,Forestland,1992,0.0
Qatar,Forestland,1993,0.0
Qatar,Forestland,1994,0.0
Qatar,Forestland,1995,0.0
Qatar,Forestland,1996,0.0
Qatar,Forestland,1997,0.0
Qatar,Forestland,1998,0.0
Qatar,Forestland,1999,0.0
Qatar,Forestland,2000,0.0
Qatar,Forestland,2001,0.0
Qatar,Forestland,2002,0.0
Qatar,Forestland,2003,0.0
Qatar,Forestland,2004,0.0
Qatar,Forestland,2005,0.0
Qatar,Forestland,2006,0.0
Qatar,Forestland,2007,0.0
Qatar,Forestland,2008,0.0
Qatar,Forestland,2009,0.0
Qatar,Forestland,2010,0.0
Qatar,Forestland,2011,0.0
Qatar,Forestland,2012,0.0
Qatar,Forestland,2013,0.0
Qatar,Forestland,2014,0.0
Qatar,Forestland,2015,0.0
Qatar,Forestland,2016,0.0
Qatar,Forestland,2017,0.0
Qatar,Forestland,2018,0.0
Qatar,Forestland,2019,0.0
Qatar,Forestland,2020,0.0
Qatar,Forestland,2021,0.0
Qatar,Forestland,2022,0.0
Qatar,Net Forest conversion,1990,0.0
Qatar,Net Forest conversion,1991,0.0
Qatar,Net Forest conversion,1992,0.0
Qatar,Net Forest conversion,1993,0.0
Qatar,Net Forest conversion,1994,0.0
Qatar,Net Forest conversion,1995,0.0
Qatar,Net Forest conversion,1996,0.0
Qatar,Net Forest conversion,1997,0.0
Qatar,Net Forest conversion,1998,0.0
Qatar,Net Forest conversion,1999,0.0
Qatar,Net Forest conversion,2000,0.0
Qatar,Net Forest conversion,2001,0.0
Qatar,Net Forest conversion,2002,0.0
Qatar,Net Forest conversion,2003,0.0
Qatar,Net Forest conversion,2004,0.0
Qatar,Net Forest conversion,2005,0.0
Qatar,Net Forest conversion,2006,0.0
Qatar,Net Forest conversion,2007,0.0
Qatar,Net Forest conversion,2008,0.0
Qatar,Net Forest conversion,2009,0.0
Qatar,Net Forest conversion,2010,0.0
Qatar,Net Forest conversion,2011,0.0
Qatar,Net Forest conversion,2012,0.0
Qatar,Net Forest conversion,2013,0.0
Qatar,Net Forest conversion,2014,0.0
Qatar,Net Forest conversion,2015,0.0
Qatar,Net Forest conversion,2016,0.0
Qatar,Net Forest conversion,2017,0.0
Qatar,Net Forest conversion,2018,0.0
Qatar,Net Forest conversion,2019,0.0
Qatar,Net Forest conversion,2020,0.0
Qatar,Net Forest conversion,2021,0.0
Qatar,Net Forest conversion,2022,0.0
Qatar,Net Forest conversion,2023,0.0
Republic of Korea,Forestland,1990,6551.0
Republic of Korea,Forestland,1991,6543.5
Republic of Korea,Forestland,1992,6536.0
Republic of Korea,Forestland,1993,6528.5
Republic of Korea,Forestland,1994,6521.0
Republic of Korea,Forestland,1995,6513.5
Republic of Korea,Forestland,1996,6506.0
Republic of Korea,Forestland,1997,6498.5
Republic of Korea,Forestland,1998,6491.0
Republic of Korea,Forestland,1999,6483.5
Republic of Korea,Forestland,2000,6476.0
Republic of Korea,Forestland,2001,6467.1
Republic of Korea,Forestland,2002,6458.2
Republic of Korea,Forestland,2003,6449.3
Republic of Korea,Forestland,2004,6440.4
Republic of Korea,Forestland,2005,6431.5
Republic of Korea,Forestland,2006,6422.6
Republic of Korea,Forestland,2007,6413.7
Republic of Korea,Forestland,2008,6404.8
Republic of Korea,Forestland,2009,6395.9
Republic of Korea,Forestland,2010,6387.0
Republic of Korea,Forestland,2011,6377.0
Republic of Korea,Forestland,2012,6367.0
Republic of Korea,Forestland,2013,6357.0
Republic of Korea,Forestland,2014,6347.0
Republic of Korea,Forestland,2015,6337.0
Republic of Korea,Forestland,2016,6327.0
Republic of Korea,Forestland,2017,6317.0
Republic of Korea,Forestland,2018,6307.0
Republic of Korea,Forestland,2019,6297.0
Republic of Korea,Forestland,2020,6287.0
Republic of Korea,Forestland,2021,6277.0
Republic of Korea,Forestland,2022,6267.0
Republic of Korea,Net Forest conversion,1990,23.813
Republic of Korea,Net Forest conversion,1991,23.813
Republic of Korea,Net Forest conversion,1992,23.813
Republic of Korea,Net Forest conversion,1993,23.813
Republic of Korea,Net Forest conversion,1994,23.813
Republic of Korea,Net Forest conversion,1995,23.813
Republic of Korea,Net Forest conversion,1996,23.813
Republic of Korea,Net Forest conversion,1997,23.813
Republic of Korea,Net Forest conversion,1998,23.813
Republic of Korea,Net Forest conversion,1999,23.813
Republic of Korea,Net Forest conversion,2000,23.813
Republic of Korea,Net Forest conversion,2001,25.213
Republic of Korea,Net Forest conversion,2002,25.213
Republic of Korea,Net Forest conversion,2003,25.213
Republic of Korea,Net Forest conversion,2004,25.213
Republic of Korea,Net Forest conversion,2005,25.213
Republic of Korea,Net Forest conversion,2006,25.213
Republic of Korea,Net Forest conversion,2007,25.213
Republic of Korea,Net Forest conversion,2008,25.213
Republic of Korea,Net Forest conversion,2009,25.213
Republic of Korea,Net Forest conversion,2010,25.213
Republic of Korea,Net Forest conversion,2011,19.174
Republic of Korea,Net Forest conversion,2012,19.174
Republic of Korea,Net Forest conversion,2013,19.174
Republic of Korea,Net Forest conversion,2014,19.174
Republic of Korea,Net Forest conversion,2015,19.174
Republic of Korea,Net Forest conversion,2016,10.0
Republic of Korea,Net Forest conversion,2017,10.0
Republic of Korea,Net Forest conversion,2018,10.0
Republic of Korea,Net Forest conversion,2019,10.0
Republic of Korea,Net Forest conversion,2020,10.0
Republic of Korea,Net Forest conversion,2021,10.0
Republic of Korea,Net Forest conversion,2022,10.0
Republic of Korea,Net Forest conversion,2023,10.0
Saudi Arabia,Forestland,1990,977.0
Saudi Arabia,Forestland,1991,977.0
Saudi Arabia,Forestland,1992,977.0
Saudi Arabia,Forestland,1993,977.0
Saudi Arabia,Forestland,1994,977.0
Saudi Arabia,Forestland,1995,977.0
Saudi Arabia,Forestland,1996,977.0
Saudi Arabia,Forestland,1997,977.0
Saudi Arabia,Forestland,1998,977.0
Saudi Arabia,Forestland,1999,977.0
Saudi Arabia,Forestland,2000,977.0
Saudi Arabia,Forestland,2001,977.0
Saudi Arabia,Forestland,2002,977.0
Saudi Arabia,Forestland,2003,977.0
Saudi Arabia,Forestland,2004,977.0
Saudi Arabia,Forestland,2005,977.0
Saudi Arabia,Forestland,2006,977.0
Saudi Arabia,Forestland,2007,977.0
Saudi Arabia,Forestland,2008,977.0
Saudi Arabia,Forestland,2009,977.0
Saudi Arabia,Forestland,2010,977.0
Saudi Arabia,Forestland,2011,977.0
Saudi Arabia,Forestland,2012,977.0
Saudi Arabia,Forestland,2013,977.0
Saudi Arabia,Forestland,2014,977.0
Saudi Arabia,Forestland,2015,977.0
Saudi Arabia,Forestland,2016,977.0
Saudi Arabia,Forestland,2017,977.0
Saudi Arabia,Forestland,2018,977.0
Saudi Arabia,Forestland,2019,977.0
Saudi Arabia,Forestland,2020,977.0
Saudi Arabia,Forestland,2021,977.0
Saudi Arabia,Forestland,2022,977.0
Saudi Arabia,Net Forest conversion,1990,0.0
Saudi Arabia,Net Forest conversion,1991,0.0
Saudi Arabia,Net Forest conversion,1992,0.0
Saudi Arabia,Net Forest conversion,1993,0.0
Saudi Arabia,Net Forest conversion,1994,0.0
Saudi Arabia,Net Forest conversion,1995,0.0
Saudi Arabia,Net Forest conversion,1996,0.0
Saudi Arabia,Net Forest conversion,1997,0.0
Saudi Arabia,Net Forest conversion,1998,0.0
Saudi Arabia,Net Forest conversion,1999,0.0
Saudi Arabia,Net Forest conversion,2000,0.0
Saudi Arabia,Net Forest conversion,2001,0.0
Saudi Arabia,Net Forest conversion,2002,0.0
Saudi Arabia,Net Forest conversion,2003,0.0
Saudi Arabia,Net Forest conversion,2004,0.0
Saudi Arabia,Net Forest conversion,2005,0.0
Saudi Arabia,Net Forest conversion,2006,0.0
Saudi Arabia,Net Forest conversion,2007,0.0
Saudi Arabia,Net Forest conversion,2008,0.0
Saudi Arabia,Net Forest conversion,2009,0.0
Saudi Arabia,Net Forest conversion,2010,0.0
Saudi Arabia,Net Forest conversion,2011,0.0
Saudi Arabia,Net Forest conversion,2012,0.0
Saudi Arabia,Net Forest conversion,2013,0.0
Saudi Arabia,Net Forest conversion,2014,0.0
Saudi Arabia,Net Forest conversion,2015,0.0
Saudi Arabia,Net Forest conversion,2016,0.0
Saudi Arabia,Net Forest conversion,2017,0.0
Saudi Arabia,Net Forest conversion,2018,0.0
Saudi Arabia,Net Forest conversion,2019,0.0
Saudi Arabia,Net Forest conversion,2020,0.0
Saudi Arabia,Net Forest conversion,2021,0.0
Saudi Arabia,Net Forest conversion,2022,0.0
Saudi Arabia,Net Forest conversion,2023,0.0
Singapore,Forestland,1990,14.8269
Singapore,Forestland,1991,15.0456
Singapore,Forestland,1992,15.2642
Singapore,Forestland,1993,15.4829
Singapore,Forestland,1994,15.7015
Singapore,Forestland,1995,15.9202
Singapore,Forestland,1996,16.1389
Singapore,Forestland,1997,16.3575
Singapore,Forestland,1998,16.5762
Singapore,Forestland,1999,16.7948
Singapore,Forestland,2000,17.0135
Singapore,Forestland,2001,17.0861
Singapore,Forestland,2002,17.1588
Singapore,Forestland,2003,17.2315
Singapore,Forestland,2004,17.3042
Singapore,Forestland,2005,17.3769
Singapore,Forestland,2006,17.4496
Singapore,Forestland,2007,17.5223
Singapore,Forestland,2008,17.595
Singapore,Forestland,2009,17.6677
Singapore,Forestland,2010,17.7404
Singapore,Forestland,2011,17.4866
Singapore,Forestland,2012,17.2328
Singapore,Forestland,2013,16.979
Singapore,Forestland,2014,16.7252
Singapore,Forestland,2015,16.4714
Singapore,Forestland,2016,16.2911
Singapore,Forestland,2017,16.1108
Singapore,Forestland,2018,15.9306
Singapore,Forestland,2019,15.7503
Singapore,Forestland,2020,15.57
Singapore,Forestland,2021,15.39
Singapore,Forestland,2022,15.21
Singapore,Net Forest conversion,1990,0.0
Singapore,Net Forest conversion,1991,0.0
Singapore,Net Forest conversion,1992,0.0
Singapore,Net Forest conversion,1993,0.0
Singapore,Net Forest conversion,1994,0.0
Singapore,Net Forest conversion,1995,0.0
Singapore,Net Forest conversion,1996,0.0
Singapore,Net Forest conversion,1997,0.0
Singapore,Net Forest conversion,1998,0.0
Singapore,Net Forest conversion,1999,0.0
Singapore,Net Forest conversion,2000,0.0
Singapore,Net Forest conversion,2001,0.0
Singapore,Net Forest conversion,2002,0.0
Singapore,Net Forest conversion,2003,0.0
Singapore,Net Forest conversion,2004,0.0
Singapore,Net Forest conversion,2005,0.0
Singapore,Net Forest conversion,2006,0.0
Singapore,Net Forest conversion,2007,0.0
Singapore,Net Forest conversion,2008,0.0
Singapore,Net Forest conversion,2009,0.0
Singapore,Net Forest conversion,2010,0.0
Singapore,Net Forest conversion,2011,0.2538
Singapore,Net Forest conversion,2012,0.2538
Singapore,Net Forest conversion,2013,0.2538
Singapore,Net Forest conversion,2014,0.2538
Singapore,Net Forest conversion,2015,0.2538
Singapore,Net Forest conversion,2016,0.1803
Singapore,Net Forest conversion,2017,0.1803
Singapore,Net Forest conversion,2018,0.1803
Singapore,Net Forest conversion,2019,0.1803
Singapore,Net Forest conversion,2020,0.1803
Singapore,Net Forest conversion,2021,0.1803
Singapore,Net Forest conversion,2022,0.1803
Singapore,Net Forest conversion,2023,0.1803
Sri Lanka,Forestland,1990,2350.33
Sri Lanka,Forestland,1991,2331.939
Sri Lanka,Forestland,1992,2313.548
Sri Lanka,Forestland,1993,2295.157
Sri Lanka,Forestland,1994,2276.766
Sri Lanka,Forestland,1995,2258.375
Sri Lanka,Forestland,1996,2239.984
Sri Lanka,Forestland,1997,2221.593
Sri Lanka,Forestland,1998,2203.202
Sri Lanka,Forestland,1999,2184.811
Sri Lanka,Forestland,2000,2166.42
Sri Lanka,Forestland,2001,2160.14
Sri Lanka,Forestland,2002,2153.86
Sri Lanka,Forestland,2003,2147.58
Sri Lanka,Forestland,2004,2141.3
Sri Lanka,Forestland,2005,2135.02
Sri Lanka,Forestland,2006,2128.74
Sri Lanka,Forestland,2007,2122.46
Sri Lanka,Forestland,2008,2116.18
Sri Lanka,Forestland,2009,2109.9
Sri Lanka,Forestland,2010,2103.62
Sri Lanka,Forestland,2011,2108.66
Sri Lanka,Forestland,2012,2113.7
Sri Lanka,Forestland,2013,2118.74
Sri Lanka,Forestland,2014,2123.78
Sri Lanka,Forestland,2015,2128.82
Sri Lanka,Forestland,2016,2125.66
Sri Lanka,Forestland,2017,2122.5
Sri Lanka,Forestland,2018,2119.34
Sri Lanka,Forestland,2019,2116.18
Sri Lanka,Forestland,2020,2113.02
Sri Lanka,Forestland,2021,2109.86
Sri Lanka,Forestland,2022,2106.7
Sri Lanka,Net Forest conversion,1990,18.391
Sri Lanka,Net Forest conversion,1991,18.391
Sri Lanka,Net Forest conversion,1992,18.391
Sri Lanka,Net Forest conversion,1993,18.391
Sri Lanka,Net Forest conversion,1994,18.391
Sri Lanka,Net Forest conversion,1995,18.391
Sri Lanka,Net Forest conversion,1996,18.391
Sri Lanka,Net Forest conversion,1997,18.391
Sri Lanka,Net Forest conversion,1998,18.391
Sri Lanka,Net Forest conversion,1999,18.391
Sri Lanka,Net Forest conversion,2000,18.391
Sri Lanka,Net Forest conversion,2001,6.28
Sri Lanka,Net Forest conversion,2002,6.28
Sri Lanka,Net Forest conversion,2003,6.28
Sri Lanka,Net Forest conversion,2004,6.28
Sri Lanka,Net Forest conversion,2005,6.28
Sri Lanka,Net Forest conversion,2006,6.28
Sri Lanka,Net Forest conversion,2007,6.28
Sri Lanka,Net Forest conversion,2008,6.28
Sri Lanka,Net Forest conversion,2009,6.28
Sri Lanka,Net Forest conversion,2010,6.28
Sri Lanka,Net Forest conversion,2011,3.46
Sri Lanka,Net Forest conversion,2012,3.46
Sri Lanka,Net Forest conversion,2013,3.46
Sri Lanka,Net Forest conversion,2014,3.46
Sri Lanka,Net Forest conversion,2015,3.46
Sri Lanka,Net Forest conversion,2016,3.458
Sri Lanka,Net Forest conversion,2017,3.458
Sri Lanka,Net Forest conversion,2018,3.458
Sri Lanka,Net Forest conversion,2019,3.458
Sri Lanka,Net Forest conversion,2020,3.458
Sri Lanka,Net Forest conversion,2021,3.458
Sri Lanka,Net Forest conversion,2022,3.458
Sri Lanka,Net Forest conversion,2023,3.458
Suriname,Forestland,1990,15377.63
Suriname,Forestland,1991,15373.954
Suriname,Forestland,1992,15370.278
Suriname,Forestland,1993,15366.602
Suriname,Forestland,1994,15362.926
Suriname,Forestland,1995,15359.25
Suriname,Forestland,1996,15355.574
Suriname,Forestland,1997,15351.898
Suriname,Forestland,1998,15348.222
Suriname,Forestland,1999,15344.546
Suriname,Forestland,2000,15340.87
Suriname,Forestland,2001,15336.769
Suriname,Forestland,2002,15332.668
Suriname,Forestland,2003,15328.567
Suriname,Forestland,2004,15324.466
Suriname,Forestland,2005,15320.365
Suriname,Forestland,2006,15316.264
Suriname,Forestland,2007,15312.163
Suriname,Forestland,2008,15308.062
Suriname,Forestland,2009,15303.961
Suriname,Forestland,2010,15299.86
Suriname,Forestland,2011,15290.222
Suriname,Forestland,2012,15280.584
Suriname,Forestland,2013,15270.946
Suriname,Forestland,2014,15261.308
Suriname,Forestland,2015,15251.67
Suriname,Forestland,2016,15240.594
Suriname,Forestland,2017,15229.518
Suriname,Forestland,2018,15218.442
Suriname,Forestland,2019,15207.366
Suriname,Forestland,2020,15196.29
Suriname,Forestland,2021,15184.0433
Suriname,Forestland,2022,15171.8011
Suriname,Net Forest conversion,1990,3.791
Suriname,Net Forest conversion,1991,3.791
Suriname,Net Forest conversion,1992,3.791
Suriname,Net Forest conversion,1993,3.791
Suriname,Net Forest conversion,1994,3.791
Suriname,Net Forest conversion,1995,3.791
Suriname,Net Forest conversion,1996,3.791
Suriname,Net Forest conversion,1997,3.791
Suriname,Net Forest conversion,1998,3.791
Suriname,Net Forest conversion,1999,3.791
Suriname,Net Forest conversion,2000,3.791
Suriname,Net Forest conversion,2001,4.101
Suriname,Net Forest conversion,2002,4.101
Suriname,Net Forest conversion,2003,4.101
Suriname,Net Forest conversion,2004,4.101
Suriname,Net Forest conversion,2005,4.101
Suriname,Net Forest conversion,2006,4.101
Suriname,Net Forest conversion,2007,4.101
Suriname,Net Forest conversion,2008,4.101
Suriname,Net Forest conversion,2009,4.101
Suriname,Net Forest conversion,2010,4.101
Suriname,Net Forest conversion,2011,9.638
Suriname,Net Forest conversion,2012,9.638
Suriname,Net Forest conversion,2013,9.638
Suriname,Net Forest conversion,2014,9.638
Suriname,Net Forest conversion,2015,9.638
Suriname,Net Forest conversion,2016,11.076
Suriname,Net Forest conversion,2017,11.076
Suriname,Net Forest conversion,2018,11.076
Suriname,Net Forest conversion,2019,11.076
Suriname,Net Forest conversion,2020,11.076
Suriname,Net Forest conversion,2021,11.076
Suriname,Net Forest conversion,2022,11.076
Suriname,Net Forest conversion,2023,11.076
Syrian Arab Republic,Forestland,1990,372.08
Syrian Arab Republic,Forestland,1991,378.08
Syrian Arab Republic,Forestland,1992,384.08
Syrian Arab Republic,Forestland,1993,390.08
Syrian Arab Republic,Forestland,1994,396.08
Syrian Arab Republic,Forestland,1995,402.08
Syrian Arab Republic,Forestland,1996,408.08
Syrian Arab Republic,Forestland,1997,414.08
Syrian Arab Republic,Forestland,1998,420.08
Syrian Arab Republic,Forestland,1999,426.08
Syrian Arab Republic,Forestland,2000,432.08
Syrian Arab Republic,Forestland,2001,438.08
Syrian Arab Republic,Forestland,2002,444.08
Syrian Arab Republic,Forestland,2003,450.08
Syrian Arab Republic,Forestland,2004,456.08
Syrian Arab Republic,Forestland,2005,462.08
Syrian Arab Republic,Forestland,2006,468.08
Syrian Arab Republic,Forestland,2007,474.08
Syrian Arab Republic,Forestland,2008,480.08
Syrian Arab Republic,Forestland,2009,486.08
Syrian Arab Republic,Forestland,2010,492.08
Syrian Arab Republic,Forestland,2011,498.08
Syrian Arab Republic,Forestland,2012,504.08
Syrian Arab Republic,Forestland,2013,510.08
Syrian Arab Republic,Forestland,2014,516.08
Syrian Arab Republic,Forestland,2015,522.08
Syrian Arab Republic,Forestland,2016,522.08
Syrian Arab Republic,Forestland,2017,522.08
Syrian Arab Republic,Forestland,2018,522.08
Syrian Arab Republic,Forestland,2019,522.08
Syrian Arab Republic,Forestland,2020,522.08
Syrian Arab Republic,Forestland,2021,522.08
Syrian Arab Republic,Forestland,2022,522.08
Syrian Arab Republic,Net Forest conversion,1990,0.0
Syrian Arab Republic,Net Forest conversion,1991,0.0
Syrian Arab Republic,Net Forest conversion,1992,0.0
Syrian Arab Republic,Net Forest conversion,1993,0.0
Syrian Arab Republic,Net Forest conversion,1994,0.0
Syrian Arab Republic,Net Forest conversion,1995,0.0
Syrian Arab Republic,Net Forest conversion,1996,0.0
Syrian Arab Republic,Net Forest conversion,1997,0.0
Syrian Arab Republic,Net Forest conversion,1998,0.0
Syrian Arab Republic,Net Forest conversion,1999,0.0
Syrian Arab Republic,Net Forest conversion,2000,0.0
Syrian Arab Republic,Net Forest conversion,2001,0.0
Syrian Arab Republic,Net Forest conversion,2002,0.0
Syrian Arab Republic,Net Forest conversion,2003,0.0
Syrian Arab Republic,Net Forest conversion,2004,0.0
Syrian Arab Republic,Net Forest conversion,2005,0.0
Syrian Arab Republic,Net Forest conversion,2006,0.0
Syrian Arab Republic,Net Forest conversion,2007,0.0
Syrian Arab Republic,Net Forest conversion,2008,0.0
Syrian Arab Republic,Net Forest conversion,2009,0.0
Syrian Arab Republic,Net Forest conversion,2010,0.0
Syrian Arab Republic,Net Forest conversion,2011,0.0
Syrian Arab Republic,Net Forest conversion,2012,0.0
Syrian Arab Republic,Net Forest conversion,2013,0.0
Syrian Arab Republic,Net Forest conversion,2014,0.0
Syrian Arab Republic,Net Forest conversion,2015,0.0
Syrian Arab Republic,Net Forest conversion,2016,3.0
Syrian Arab Republic,Net Forest conversion,2017,3.0
Syrian Arab Republic,Net Forest conversion,2018,3.0
Syrian Arab Republic,Net Forest conversion,2019,3.0
Syrian Arab Republic,Net Forest conversion,2020,3.0
Syrian Arab Republic,Net Forest conversion,2021,3.0
Syrian Arab Republic,Net Forest conversion,2022,3.0
Syrian Arab Republic,Net Forest conversion,2023,3.0
Tajikistan,Forestland,1992,408.4
Tajikistan,Forestland,1993,408.6
Tajikistan,Forestland,1994,408.8
Tajikistan,Forestland,1995,409.0
Tajikistan,Forestland,1996,409.2
Tajikistan,Forestland,1997,409.4
Tajikistan,Forestland,1998,409.6
Tajikistan,Forestland,1999,409.8
Tajikistan,Forestland,2000,410.0
Tajikistan,Forestland,2001,410.0
Tajikistan,Forestland,2002,410.0
Tajikistan,Forestland,2003,410.0
Tajikistan,Forestland,2004,410.0
Tajikistan,Forestland,2005,410.0
Tajikistan,Forestland,2006,410.0
Tajikistan,Forestland,2007,410.0
Tajikistan,Forestland,2008,410.0
Tajikistan,Forestland,2009,410.0
Tajikistan,Forestland,2010,410.0
Tajikistan,Forestland,2011,412.36
Tajikistan,Forestland,2012,414.72
Tajikistan,Forestland,2013,417.08
Tajikistan,Forestland,2014,419.44
Tajikistan,Forestland,2015,421.8
Tajikistan,Forestland,2016,422.2
Tajikistan,Forestland,2017,422.6
Tajikistan,Forestland,2018,423.0
Tajikistan,Forestland,2019,423.4
Tajikistan,Forestland,2020,423.8
Tajikistan,Forestland,2021,424.8
Tajikistan,Forestland,2022,425.8
Tajikistan,Net Forest conversion,1992,0.0
Tajikistan,Net Forest conversion,1993,0.0
Tajikistan,Net Forest conversion,1994,0.0
Tajikistan,Net Forest conversion,1995,0.0
Tajikistan,Net Forest conversion,1996,0.0
Tajikistan,Net Forest conversion,1997,0.0
Tajikistan,Net Forest conversion,1998,0.0
Tajikistan,Net Forest conversion,1999,0.0
Tajikistan,Net Forest conversion,2000,0.0
Tajikistan,Net Forest conversion,2001,0.0
Tajikistan,Net Forest conversion,2002,0.0
