Area,Item,Year,Value
Tajikistan,Net Forest conversion,2003,0.0
Tajikistan,Net Forest conversion,2004,0.0
Tajikistan,Net Forest conversion,2005,0.0
Tajikistan,Net Forest conversion,2006,0.0
Tajikistan,Net Forest conversion,2007,0.0
Tajikistan,Net Forest conversion,2008,0.0
Tajikistan,Net Forest conversion,2009,0.0
Tajikistan,Net Forest conversion,2010,0.0
Tajikistan,Net Forest conversion,2011,0.0
Tajikistan,Net Forest conversion,2012,0.0
Tajikistan,Net Forest conversion,2013,0.0
Tajikistan,Net Forest conversion,2014,0.0
Tajikistan,Net Forest conversion,2015,0.0
Tajikistan,Net Forest conversion,2016,0.0
Tajikistan,Net Forest conversion,2017,0.0
Tajikistan,Net Forest conversion,2018,0.0
Tajikistan,Net Forest conversion,2019,0.0
Tajikistan,Net Forest conversion,2020,0.0
Tajikistan,Net Forest conversion,2021,0.0
Tajikistan,Net Forest conversion,2022,0.0
Tajikistan,Net Forest conversion,2023,0.0
Thailand,Forestland,1990,19361.0
Thailand,Forestland,1991,19324.7
Thailand,Forestland,1992,19288.4
Thailand,Forestland,1993,19252.1
Thailand,Forestland,1994,19215.8
Thailand,Forestland,1995,19179.5
Thailand,Forestland,1996,19143.2
Thailand,Forestland,1997,19106.9
Thailand,Forestland,1998,19070.6
Thailand,Forestland,1999,19034.3
Thailand,Forestland,2000,18998.0
Thailand,Forestland,2001,19105.5
Thailand,Forestland,2002,19213.0
Thailand,Forestland,2003,19320.5
Thailand,Forestland,2004,19428.0
Thailand,Forestland,2005,19535.5
Thailand,Forestland,2006,19643.0
Thailand,Forestland,2007,19750.5
Thailand,Forestland,2008,19858.0
Thailand,Forestland,2009,19965.5
Thailand,Forestland,2010,20073.0
Thailand,Forestland,2011,20070.6
Thailand,Forestland,2012,20068.2
Thailand,Forestland,2013,20065.8
Thailand,Forestland,2014,20063.4
Thailand,Forestland,2015,20061.0
Thailand,Forestland,2016,20023.4
Thailand,Forestland,2017,19985.8
Thailand,Forestland,2018,19948.2
Thailand,Forestland,2019,19910.6
Thailand,Forestland,2020,19873.0
Thailand,Forestland,2021,19837.0
Thailand,Forestland,2022,19801.0
Thailand,Net Forest conversion,1990,63.0
Thailand,Net Forest conversion,1991,63.0
Thailand,Net Forest conversion,1992,63.0
Thailand,Net Forest conversion,1993,63.0
Thailand,Net Forest conversion,1994,63.0
Thailand,Net Forest conversion,1995,63.0
Thailand,Net Forest conversion,1996,63.0
Thailand,Net Forest conversion,1997,63.0
Thailand,Net Forest conversion,1998,63.0
Thailand,Net Forest conversion,1999,63.0
Thailand,Net Forest conversion,2000,63.0
Thailand,Net Forest conversion,2001,18.0
Thailand,Net Forest conversion,2002,18.0
Thailand,Net Forest conversion,2003,18.0
Thailand,Net Forest conversion,2004,18.0
Thailand,Net Forest conversion,2005,18.0
Thailand,Net Forest conversion,2006,18.0
Thailand,Net Forest conversion,2007,18.0
Thailand,Net Forest conversion,2008,18.0
Thailand,Net Forest conversion,2009,18.0
Thailand,Net Forest conversion,2010,18.0
Thailand,Net Forest conversion,2011,94.4
Thailand,Net Forest conversion,2012,94.4
Thailand,Net Forest conversion,2013,94.4
Thailand,Net Forest conversion,2014,94.4
Thailand,Net Forest conversion,2015,94.4
Thailand,Net Forest conversion,2016,37.6
Thailand,Net Forest conversion,2017,37.6
Thailand,Net Forest conversion,2018,37.6
Thailand,Net Forest conversion,2019,37.6
Thailand,Net Forest conversion,2020,37.6
Thailand,Net Forest conversion,2021,37.6
Thailand,Net Forest conversion,2022,37.6
Thailand,Net Forest conversion,2023,37.6
Timor-Leste,Forestland,1990,963.1
Timor-Leste,Forestland,1991,961.7
Timor-Leste,Forestland,1992,960.3
Timor-Leste,Forestland,1993,958.9
Timor-Leste,Forestland,1994,957.5
Timor-Leste,Forestland,1995,956.1
Timor-Leste,Forestland,1996,954.7
Timor-Leste,Forestland,1997,953.3
Timor-Leste,Forestland,1998,951.9
Timor-Leste,Forestland,1999,950.5
Timor-Leste,Forestland,2000,949.1
Timor-Leste,Forestland,2001,947.7
Timor-Leste,Forestland,2002,946.3
Timor-Leste,Forestland,2003,944.9
Timor-Leste,Forestland,2004,943.5
Timor-Leste,Forestland,2005,942.1
Timor-Leste,Forestland,2006,940.7
Timor-Leste,Forestland,2007,939.3
Timor-Leste,Forestland,2008,937.9
Timor-Leste,Forestland,2009,936.5
Timor-Leste,Forestland,2010,935.1
Timor-Leste,Forestland,2011,933.7
Timor-Leste,Forestland,2012,932.3
Timor-Leste,Forestland,2013,930.9
Timor-Leste,Forestland,2014,929.5
Timor-Leste,Forestland,2015,928.1
Timor-Leste,Forestland,2016,926.7
Timor-Leste,Forestland,2017,925.3
Timor-Leste,Forestland,2018,923.9
Timor-Leste,Forestland,2019,922.5
Timor-Leste,Forestland,2020,921.1
Timor-Leste,Forestland,2021,919.7
Timor-Leste,Forestland,2022,918.3
Timor-Leste,Net Forest conversion,1990,1.4
Timor-Leste,Net Forest conversion,1991,1.4
Timor-Leste,Net Forest conversion,1992,1.4
Timor-Leste,Net Forest conversion,1993,1.4
Timor-Leste,Net Forest conversion,1994,1.4
Timor-Leste,Net Forest conversion,1995,1.4
Timor-Leste,Net Forest conversion,1996,1.4
Timor-Leste,Net Forest conversion,1997,1.4
Timor-Leste,Net Forest conversion,1998,1.4
Timor-Leste,Net Forest conversion,1999,1.4
Timor-Leste,Net Forest conversion,2000,1.4
Timor-Leste,Net Forest conversion,2001,1.4
Timor-Leste,Net Forest conversion,2002,1.4
Timor-Leste,Net Forest conversion,2003,1.4
Timor-Leste,Net Forest conversion,2004,1.4
Timor-Leste,Net Forest conversion,2005,1.4
Timor-Leste,Net Forest conversion,2006,1.4
Timor-Leste,Net Forest conversion,2007,1.4
Timor-Leste,Net Forest conversion,2008,1.4
Timor-Leste,Net Forest conversion,2009,1.4
Timor-Leste,Net Forest conversion,2010,1.4
Timor-Leste,Net Forest conversion,2011,1.4
Timor-Leste,Net Forest conversion,2012,1.4
Timor-Leste,Net Forest conversion,2013,1.4
Timor-Leste,Net Forest conversion,2014,1.4
Timor-Leste,Net Forest conversion,2015,1.4
Timor-Leste,Net Forest conversion,2016,1.4
Timor-Leste,Net Forest conversion,2017,1.4
Timor-Leste,Net Forest conversion,2018,1.4
Timor-Leste,Net Forest conversion,2019,1.4
Timor-Leste,Net Forest conversion,2020,1.4
Timor-Leste,Net Forest conversion,2021,1.4
Timor-Leste,Net Forest conversion,2022,1.4
Timor-Leste,Net Forest conversion,2023,1.4
Türkiye,Forestland,1990,19783.48
Türkiye,Forestland,1991,19819.967
Türkiye,Forestland,1992,19856.454
Türkiye,Forestland,1993,19892.941
Türkiye,Forestland,1994,19929.428
Türkiye,Forestland,1995,19965.915
Türkiye,Forestland,1996,20002.402
Türkiye,Forestland,1997,20038.889
Türkiye,Forestland,1998,20075.376
Türkiye,Forestland,1999,20111.863
Türkiye,Forestland,2000,20148.35
Türkiye,Forestland,2001,20241.823
Türkiye,Forestland,2002,20335.296
Türkiye,Forestland,2003,20428.769
Türkiye,Forestland,2004,20522.242
Türkiye,Forestland,2005,20615.715
Türkiye,Forestland,2006,20709.188
Türkiye,Forestland,2007,20802.661
Türkiye,Forestland,2008,20896.134
Türkiye,Forestland,2009,20989.607
Türkiye,Forestland,2010,21083.08
Türkiye,Forestland,2011,21192.524
Türkiye,Forestland,2012,21301.968
Türkiye,Forestland,2013,21411.412
Türkiye,Forestland,2014,21520.856
Türkiye,Forestland,2015,21630.3
Türkiye,Forestland,2016,21748.312
Türkiye,Forestland,2017,21866.324
Türkiye,Forestland,2018,21984.336
Türkiye,Forestland,2019,22102.348
Türkiye,Forestland,2020,22220.36
Türkiye,Forestland,2021,22376.36
Türkiye,Forestland,2022,22532.36
Türkiye,Net Forest conversion,1990,0.0
Türkiye,Net Forest conversion,1991,0.0
Türkiye,Net Forest conversion,1992,0.0
Türkiye,Net Forest conversion,1993,0.0
Türkiye,Net Forest conversion,1994,0.0
Türkiye,Net Forest conversion,1995,0.0
Türkiye,Net Forest conversion,1996,0.0
Türkiye,Net Forest conversion,1997,0.0
Türkiye,Net Forest conversion,1998,0.0
Türkiye,Net Forest conversion,1999,0.0
Türkiye,Net Forest conversion,2000,0.0
Türkiye,Net Forest conversion,2001,0.0
Türkiye,Net Forest conversion,2002,0.0
Türkiye,Net Forest conversion,2003,0.0
Türkiye,Net Forest conversion,2004,0.0
Türkiye,Net Forest conversion,2005,0.0
Türkiye,Net Forest conversion,2006,0.0
Türkiye,Net Forest conversion,2007,0.0
Türkiye,Net Forest conversion,2008,0.0
Türkiye,Net Forest conversion,2009,0.0
Türkiye,Net Forest conversion,2010,0.0
Türkiye,Net Forest conversion,2011,0.0
Türkiye,Net Forest conversion,2012,0.0
Türkiye,Net Forest conversion,2013,0.0
Türkiye,Net Forest conversion,2014,0.0
Türkiye,Net Forest conversion,2015,0.0
Türkiye,Net Forest conversion,2016,0.0
Türkiye,Net Forest conversion,2017,0.0
Türkiye,Net Forest conversion,2018,0.0
Türkiye,Net Forest conversion,2019,0.0
Türkiye,Net Forest conversion,2020,0.0
Türkiye,Net Forest conversion,2021,0.0
Türkiye,Net Forest conversion,2022,0.0
Türkiye,Net Forest conversion,2023,0.0
Turkmenistan,Forestland,1992,4127.0
Turkmenistan,Forestland,1993,4127.0
Turkmenistan,Forestland,1994,4127.0
Turkmenistan,Forestland,1995,4127.0
Turkmenistan,Forestland,1996,4127.0
Turkmenistan,Forestland,1997,4127.0
Turkmenistan,Forestland,1998,4127.0
Turkmenistan,Forestland,1999,4127.0
Turkmenistan,Forestland,2000,4127.0
Turkmenistan,Forestland,2001,4127.0
Turkmenistan,Forestland,2002,4127.0
Turkmenistan,Forestland,2003,4127.0
Turkmenistan,Forestland,2004,4127.0
Turkmenistan,Forestland,2005,4127.0
Turkmenistan,Forestland,2006,4127.0
Turkmenistan,Forestland,2007,4127.0
Turkmenistan,Forestland,2008,4127.0
Turkmenistan,Forestland,2009,4127.0
Turkmenistan,Forestland,2010,4127.0
Turkmenistan,Forestland,2011,4127.0
Turkmenistan,Forestland,2012,4127.0
Turkmenistan,Forestland,2013,4127.0
Turkmenistan,Forestland,2014,4127.0
Turkmenistan,Forestland,2015,4127.0
Turkmenistan,Forestland,2016,4127.0
Turkmenistan,Forestland,2017,4127.0
Turkmenistan,Forestland,2018,4127.0
Turkmenistan,Forestland,2019,4127.0
Turkmenistan,Forestland,2020,4127.0
Turkmenistan,Forestland,2021,4127.0
Turkmenistan,Forestland,2022,4127.0
Turkmenistan,Net Forest conversion,1992,0.0
Turkmenistan,Net Forest conversion,1993,0.0
Turkmenistan,Net Forest conversion,1994,0.0
Turkmenistan,Net Forest conversion,1995,0.0
Turkmenistan,Net Forest conversion,1996,0.0
Turkmenistan,Net Forest conversion,1997,0.0
Turkmenistan,Net Forest conversion,1998,0.0
Turkmenistan,Net Forest conversion,1999,0.0
Turkmenistan,Net Forest conversion,2000,0.0
Turkmenistan,Net Forest conversion,2001,0.0
Turkmenistan,Net Forest conversion,2002,0.0
Turkmenistan,Net Forest conversion,2003,0.0
Turkmenistan,Net Forest conversion,2004,0.0
Turkmenistan,Net Forest conversion,2005,0.0
Turkmenistan,Net Forest conversion,2006,0.0
Turkmenistan,Net Forest conversion,2007,0.0
Turkmenistan,Net Forest conversion,2008,0.0
Turkmenistan,Net Forest conversion,2009,0.0
Turkmenistan,Net Forest conversion,2010,0.0
Turkmenistan,Net Forest conversion,2011,0.0
Turkmenistan,Net Forest conversion,2012,0.0
Turkmenistan,Net Forest conversion,2013,0.0
Turkmenistan,Net Forest conversion,2014,0.0
Turkmenistan,Net Forest conversion,2015,0.0
Turkmenistan,Net Forest conversion,2016,0.0
Turkmenistan,Net Forest conversion,2017,0.0
Turkmenistan,Net Forest conversion,2018,0.0
Turkmenistan,Net Forest conversion,2019,0.0
Turkmenistan,Net Forest conversion,2020,0.0
Turkmenistan,Net Forest conversion,2021,0.0
Turkmenistan,Net Forest conversion,2022,0.0
Turkmenistan,Net Forest conversion,2023,0.0
United Arab Emirates,Forestland,1990,245.0
United Arab Emirates,Forestland,1991,251.443
United Arab Emirates,Forestland,1992,257.886
United Arab Emirates,Forestland,1993,264.329
United Arab Emirates,Forestland,1994,270.772
United Arab Emirates,Forestland,1995,277.215
United Arab Emirates,Forestland,1996,283.658
United Arab Emirates,Forestland,1997,290.101
United Arab Emirates,Forestland,1998,296.544
United Arab Emirates,Forestland,1999,302.987
United Arab Emirates,Forestland,2000,309.43
United Arab Emirates,Forestland,2001,310.217
United Arab Emirates,Forestland,2002,311.004
United Arab Emirates,Forestland,2003,311.791
United Arab Emirates,Forestland,2004,312.578
United Arab Emirates,Forestland,2005,313.365
United Arab Emirates,Forestland,2006,314.152
United Arab Emirates,Forestland,2007,314.939
United Arab Emirates,Forestland,2008,315.726
United Arab Emirates,Forestland,2009,316.513
United Arab Emirates,Forestland,2010,317.3
United Arab Emirates,Forestland,2011,317.3
United Arab Emirates,Forestland,2012,317.3
United Arab Emirates,Forestland,2013,317.3
United Arab Emirates,Forestland,2014,317.3
United Arab Emirates,Forestland,2015,317.3
United Arab Emirates,Forestland,2016,317.3
United Arab Emirates,Forestland,2017,317.3
United Arab Emirates,Forestland,2018,317.3
United Arab Emirates,Forestland,2019,317.3
United Arab Emirates,Forestland,2020,317.3
United Arab Emirates,Forestland,2021,317.3
United Arab Emirates,Forestland,2022,317.3
Uruguay,Forestland,1990,798.0
Uruguay,Forestland,1991,855.1
Uruguay,Forestland,1992,912.2
Uruguay,Forestland,1993,969.3
Uruguay,Forestland,1994,1026.4
Uruguay,Forestland,1995,1083.5
Uruguay,Forestland,1996,1140.6
Uruguay,Forestland,1997,1197.7
Uruguay,Forestland,1998,1254.8
Uruguay,Forestland,1999,1311.9
Uruguay,Forestland,2000,1369.0
Uruguay,Forestland,2001,1405.23
Uruguay,Forestland,2002,1441.46
Uruguay,Forestland,2003,1477.69
Uruguay,Forestland,2004,1513.92
Uruguay,Forestland,2005,1550.15
Uruguay,Forestland,2006,1586.38
Uruguay,Forestland,2007,1622.61
Uruguay,Forestland,2008,1658.84
Uruguay,Forestland,2009,1695.07
Uruguay,Forestland,2010,1731.3
Uruguay,Forestland,2011,1769.04
Uruguay,Forestland,2012,1806.78
Uruguay,Forestland,2013,1844.52
Uruguay,Forestland,2014,1882.26
Uruguay,Forestland,2015,1920.0
Uruguay,Forestland,2016,1942.2
Uruguay,Forestland,2017,1964.4
Uruguay,Forestland,2018,1986.6
Uruguay,Forestland,2019,2008.8
Uruguay,Forestland,2020,2031.0
Uruguay,Forestland,2021,2052.0
Uruguay,Forestland,2022,2073.0
Uruguay,Net Forest conversion,1990,0.0
Uruguay,Net Forest conversion,1991,0.0
Uruguay,Net Forest conversion,1992,0.0
Uruguay,Net Forest conversion,1993,0.0
Uruguay,Net Forest conversion,1994,0.0
Uruguay,Net Forest conversion,1995,0.0
Uruguay,Net Forest conversion,1996,0.0
Uruguay,Net Forest conversion,1997,0.0
Uruguay,Net Forest conversion,1998,0.0
Uruguay,Net Forest conversion,1999,0.0
Uruguay,Net Forest conversion,2000,0.0
Uruguay,Net Forest conversion,2001,0.0
Uruguay,Net Forest conversion,2002,0.0
Uruguay,Net Forest conversion,2003,0.0
Uruguay,Net Forest conversion,2004,0.0
Uruguay,Net Forest conversion,2005,0.0
Uruguay,Net Forest conversion,2006,0.0
Uruguay,Net Forest conversion,2007,0.0
Uruguay,Net Forest conversion,2008,0.0
Uruguay,Net Forest conversion,2009,0.0
Uruguay,Net Forest conversion,2010,0.0
Uruguay,Net Forest conversion,2011,0.0
Uruguay,Net Forest conversion,2012,0.0
Uruguay,Net Forest conversion,2013,0.0
Uruguay,Net Forest conversion,2014,0.0
Uruguay,Net Forest conversion,2015,0.0
Uruguay,Net Forest conversion,2016,0.0
Uruguay,Net Forest conversion,2017,0.0
Uruguay,Net Forest conversion,2018,0.0
Uruguay,Net Forest conversion,2019,0.0
Uruguay,Net Forest conversion,2020,0.0
Uruguay,Net Forest conversion,2021,0.0
Uruguay,Net Forest conversion,2022,0.0
Uruguay,Net Forest conversion,2023,0.0
Uzbekistan,Forestland,1992,2631.7884
Uzbekistan,Forestland,1993,2672.9974
Uzbekistan,Forestland,1994,2714.2065
Uzbekistan,Forestland,1995,2755.4156
Uzbekistan,Forestland,1996,2796.6247
Uzbekistan,Forestland,1997,2837.8338
Uzbekistan,Forestland,1998,2879.0428
Uzbekistan,Forestland,1999,2920.2519
Uzbekistan,Forestland,2000,2961.461
Uzbekistan,Forestland,2001,3000.2749
Uzbekistan,Forestland,2002,3039.0888
Uzbekistan,Forestland,2003,3077.9027
Uzbekistan,Forestland,2004,3116.7166
Uzbekistan,Forestland,2005,3155.5305
Uzbekistan,Forestland,2006,3194.3444
Uzbekistan,Forestland,2007,3233.1583
Uzbekistan,Forestland,2008,3271.9722
Uzbekistan,Forestland,2009,3310.7861
Uzbekistan,Forestland,2010,3349.6
Uzbekistan,Forestland,2011,3389.56
Uzbekistan,Forestland,2012,3429.52
Uzbekistan,Forestland,2013,3469.48
Uzbekistan,Forestland,2014,3509.44
Uzbekistan,Forestland,2015,3549.4
Uzbekistan,Forestland,2016,3577.452
Uzbekistan,Forestland,2017,3605.504
Uzbekistan,Forestland,2018,3633.556
Uzbekistan,Forestland,2019,3661.608
Uzbekistan,Forestland,2020,3689.66
Uzbekistan,Forestland,2021,3715.5
Uzbekistan,Forestland,2022,3741.34
Uzbekistan,Net Forest conversion,1992,0.0
Uzbekistan,Net Forest conversion,1993,0.0
Uzbekistan,Net Forest conversion,1994,0.0
Uzbekistan,Net Forest conversion,1995,0.0
Uzbekistan,Net Forest conversion,1996,0.0
Uzbekistan,Net Forest conversion,1997,0.0
Uzbekistan,Net Forest conversion,1998,0.0
Uzbekistan,Net Forest conversion,1999,0.0
Uzbekistan,Net Forest conversion,2000,0.0
Uzbekistan,Net Forest conversion,2001,0.0
Uzbekistan,Net Forest conversion,2002,0.0
Uzbekistan,Net Forest conversion,2003,0.0
Uzbekistan,Net Forest conversion,2004,0.0
Uzbekistan,Net Forest conversion,2005,0.0
Uzbekistan,Net Forest conversion,2006,0.0
Uzbekistan,Net Forest conversion,2007,0.0
Uzbekistan,Net Forest conversion,2008,0.0
Uzbekistan,Net Forest conversion,2009,0.0
Uzbekistan,Net Forest conversion,2010,0.0
Uzbekistan,Net Forest conversion,2011,20.786
Uzbekistan,Net Forest conversion,2012,20.786
Uzbekistan,Net Forest conversion,2013,20.786
Uzbekistan,Net Forest conversion,2014,20.786
Uzbekistan,Net Forest conversion,2015,20.786
Uzbekistan,Net Forest conversion,2016,0.0
Uzbekistan,Net Forest conversion,2017,0.0
Uzbekistan,Net Forest conversion,2018,0.0
Uzbekistan,Net Forest conversion,2019,0.0
Uzbekistan,Net Forest conversion,2020,0.0
Uzbekistan,Net Forest conversion,2021,0.0
Uzbekistan,Net Forest conversion,2022,0.0
Uzbekistan,Net Forest conversion,2023,0.0
Venezuela (Bolivarian Republic of),Forestland,1990,52026.0
Venezuela (Bolivarian Republic of),Forestland,1991,51738.5
Venezuela (Bolivarian Republic of),Forestland,1992,51451.0
Venezuela (Bolivarian Republic of),Forestland,1993,51163.5
Venezuela (Bolivarian Republic of),Forestland,1994,50876.0
Venezuela (Bolivarian Republic of),Forestland,1995,50588.5
Venezuela (Bolivarian Republic of),Forestland,1996,50301.0
Venezuela (Bolivarian Republic of),Forestland,1997,50013.5
Venezuela (Bolivarian Republic of),Forestland,1998,49726.0
Venezuela (Bolivarian Republic of),Forestland,1999,49438.5
Venezuela (Bolivarian Republic of),Forestland,2000,49151.0
Venezuela (Bolivarian Republic of),Forestland,2001,48986.4
Venezuela (Bolivarian Republic of),Forestland,2002,48821.8
Venezuela (Bolivarian Republic of),Forestland,2003,48657.2
Venezuela (Bolivarian Republic of),Forestland,2004,48492.6
Venezuela (Bolivarian Republic of),Forestland,2005,48328.0
Venezuela (Bolivarian Republic of),Forestland,2006,48163.4
Venezuela (Bolivarian Republic of),Forestland,2007,47998.8
Venezuela (Bolivarian Republic of),Forestland,2008,47834.2
Venezuela (Bolivarian Republic of),Forestland,2009,47669.6
Venezuela (Bolivarian Republic of),Forestland,2010,47505.0
Venezuela (Bolivarian Republic of),Forestland,2011,47340.6
Venezuela (Bolivarian Republic of),Forestland,2012,47176.2
Venezuela (Bolivarian Republic of),Forestland,2013,47011.8
Venezuela (Bolivarian Republic of),Forestland,2014,46847.4
Venezuela (Bolivarian Republic of),Forestland,2015,46683.0
Venezuela (Bolivarian Republic of),Forestland,2016,46592.58
Venezuela (Bolivarian Republic of),Forestland,2017,46502.16
Venezuela (Bolivarian Republic of),Forestland,2018,46411.74
Venezuela (Bolivarian Republic of),Forestland,2019,46321.32
Venezuela (Bolivarian Republic of),Forestland,2020,46230.9
Venezuela (Bolivarian Republic of),Forestland,2021,46173.36
Venezuela (Bolivarian Republic of),Forestland,2022,46126.78
Venezuela (Bolivarian Republic of),Net Forest conversion,1990,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1991,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1992,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1993,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1994,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1995,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1996,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1997,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1998,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,1999,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,2000,318.857
Venezuela (Bolivarian Republic of),Net Forest conversion,2001,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2002,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2003,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2004,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2005,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2006,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2007,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2008,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2009,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2010,189.566
Venezuela (Bolivarian Republic of),Net Forest conversion,2011,237.274
Venezuela (Bolivarian Republic of),Net Forest conversion,2012,237.274
Venezuela (Bolivarian Republic of),Net Forest conversion,2013,237.274
Venezuela (Bolivarian Republic of),Net Forest conversion,2014,237.274
Venezuela (Bolivarian Republic of),Net Forest conversion,2015,237.274
Venezuela (Bolivarian Republic of),Net Forest conversion,2016,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2017,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2018,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2019,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2020,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2021,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2022,91.332
Venezuela (Bolivarian Republic of),Net Forest conversion,2023,91.332
Viet Nam,Forestland,1990,9375.96
Viet Nam,Forestland,1991,9616.774
Viet Nam,Forestland,1992,9857.588
Viet Nam,Forestland,1993,10098.402
Viet Nam,Forestland,1994,10339.216
Viet Nam,Forestland,1995,10580.03
Viet Nam,Forestland,1996,10820.844
Viet Nam,Forestland,1997,11061.658
Viet Nam,Forestland,1998,11302.472
Viet Nam,Forestland,1999,11543.286
Viet Nam,Forestland,2000,11784.1
Viet Nam,Forestland,2001,11944.496
Viet Nam,Forestland,2002,12104.892
Viet Nam,Forestland,2003,12265.288
Viet Nam,Forestland,2004,12425.684
Viet Nam,Forestland,2005,12586.08
Viet Nam,Forestland,2006,12746.476
Viet Nam,Forestland,2007,12906.872
Viet Nam,Forestland,2008,13067.268
Viet Nam,Forestland,2009,13227.664
Viet Nam,Forestland,2010,13388.06
Viet Nam,Forestland,2011,13522.82
Viet Nam,Forestland,2012,13657.58
Viet Nam,Forestland,2013,13792.34
Viet Nam,Forestland,2014,13927.1
Viet Nam,Forestland,2015,14061.86
Viet Nam,Forestland,2016,14178.106
Viet Nam,Forestland,2017,14294.352
Viet Nam,Forestland,2018,14410.598
Viet Nam,Forestland,2019,14526.844
Viet Nam,Forestland,2020,14643.09
Viet Nam,Forestland,2021,14718.99
Viet Nam,Forestland,2022,14794.89
Viet Nam,Net Forest conversion,1990,0.0
Viet Nam,Net Forest conversion,1991,0.0
Viet Nam,Net Forest conversion,1992,0.0
Viet Nam,Net Forest conversion,1993,0.0
Viet Nam,Net Forest conversion,1994,0.0
Viet Nam,Net Forest conversion,1995,0.0
Viet Nam,Net Forest conversion,1996,0.0
Viet Nam,Net Forest conversion,1997,0.0
Viet Nam,Net Forest conversion,1998,0.0
Viet Nam,Net Forest conversion,1999,0.0
Viet Nam,Net Forest conversion,2000,0.0
Viet Nam,Net Forest conversion,2001,0.0
Viet Nam,Net Forest conversion,2002,0.0
Viet Nam,Net Forest conversion,2003,0.0
Viet Nam,Net Forest conversion,2004,0.0
Viet Nam,Net Forest conversion,2005,0.0
Viet Nam,Net Forest conversion,2006,0.0
Viet Nam,Net Forest conversion,2007,0.0
Viet Nam,Net Forest conversion,2008,0.0
Viet Nam,Net Forest conversion,2009,0.0
Viet Nam,Net Forest conversion,2010,0.0
Viet Nam,Net Forest conversion,2011,25.854
Viet Nam,Net Forest conversion,2012,25.854
Viet Nam,Net Forest conversion,2013,25.854
Viet Nam,Net Forest conversion,2014,25.854
Viet Nam,Net Forest conversion,2015,25.854
Viet Nam,Net Forest conversion,2016,0.0
Viet Nam,Net Forest conversion,2017,0.0
Viet Nam,Net Forest conversion,2018,0.0
Viet Nam,Net Forest conversion,2019,0.0
Viet Nam,Net Forest conversion,2020,0.0
Viet Nam,Net Forest conversion,2021,0.0
Viet Nam,Net Forest conversion,2022,0.0
Viet Nam,Net Forest conversion,2023,0.0
Yemen,Forestland,1990,549.0
Yemen,Forestland,1991,549.0
Yemen,Forestland,1992,549.0
Yemen,Forestland,1993,549.0
Yemen,Forestland,1994,549.0
Yemen,Forestland,1995,549.0
Yemen,Forestland,1996,549.0
Yemen,Forestland,1997,549.0
Yemen,Forestland,1998,549.0
Yemen,Forestland,1999,549.0
Yemen,Forestland,2000,549.0
Yemen,Forestland,2001,549.0
Yemen,Forestland,2002,549.0
Yemen,Forestland,2003,549.0
Yemen,Forestland,2004,549.0
Yemen,Forestland,2005,549.0
Yemen,Forestland,2006,549.0
Yemen,Forestland,2007,549.0
Yemen,Forestland,2008,549.0
Yemen,Forestland,2009,549.0
Yemen,Forestland,2010,549.0
Yemen,Forestland,2011,549.0
Yemen,Forestland,2012,549.0
Yemen,Forestland,2013,549.0
Yemen,Forestland,2014,549.0
Yemen,Forestland,2015,549.0
Yemen,Forestland,2016,549.0
Yemen,Forestland,2017,549.0
Yemen,Forestland,2018,549.0
Yemen,Forestland,2019,549.0
Yemen,Forestland,2020,549.0
Yemen,Forestland,2021,549.0
Yemen,Forestland,2022,549.0
Yemen,Net Forest conversion,1990,0.0
Yemen,Net Forest conversion,1991,0.0
Yemen,Net Forest conversion,1992,0.0
Yemen,Net Forest conversion,1993,0.0
Yemen,Net Forest conversion,1994,0.0
Yemen,Net Forest conversion,1995,0.0
Yemen,Net Forest conversion,1996,0.0
Yemen,Net Forest conversion,1997,0.0
Yemen,Net Forest conversion,1998,0.0
Yemen,Net Forest conversion,1999,0.0
Yemen,Net Forest conversion,2000,0.0
Yemen,Net Forest conversion,2001,0.0
Yemen,Net Forest conversion,2002,0.0
Yemen,Net Forest conversion,2003,0.0
